Ticket ID,latent_problem_id,had_context,true_category
MU-102140,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-102928,APP-PRINT-SW,No,Application Support
MU-104632,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100644,ACC-PWD-RESET,Yes,Account & Access Management
MU-101725,SIS-PORTAL-SLOW,Yes,Student Information System
MU-101798,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100050,ACC-PWD-RESET,No,Account & Access Management
MU-103449,ACC-PWD-RESET,Yes,Account & Access Management
MU-102220,ACC-NEW,Yes,Account & Access Management
MU-104239,HW-PERIPHERAL,No,Hardware & Equipment
MU-104271,HW-PRINTER,No,Hardware & Equipment
MU-100184,APP-INSTALL,Yes,Application Support
MU-104111,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-102116,EML-MEETING,Yes,Email & Collaboration
MU-100155,ACC-PWD-RESET,Yes,Account & Access Management
MU-101585,LMS-LOGIN,Yes,Learning Management System
MU-102405,APP-PRINT-SW,No,Application Support
MU-103256,SIS-FEE,Yes,Student Information System
MU-101398,SIS-TRANSCRIPT,Yes,Student Information System
MU-103925,APP-INSTALL,No,Application Support
MU-102001,NET-LAN-PORT,Yes,Network & Connectivity
MU-102190,HW-PRINTER,Yes,Hardware & Equipment
MU-102502,LMS-LOGIN,Yes,Learning Management System
MU-104322,ACC-PERMS,No,Account & Access Management
MU-104595,HW-PC-SLOW,No,Hardware & Equipment
MU-100686,SIS-FEE,Yes,Student Information System
MU-104110,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103824,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100083,SIS-FEE,Yes,Student Information System
MU-103182,HW-PROJECTOR,No,Hardware & Equipment
MU-104184,SIS-REG,No,Student Information System
MU-102902,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100698,SIS-TRANSCRIPT,Yes,Student Information System
MU-102857,ACC-PWD-RESET,Yes,Account & Access Management
MU-102542,EML-SEND-FAIL,No,Email & Collaboration
MU-101851,SIS-REG,Yes,Student Information System
MU-103032,APP-INSTALL,Yes,Application Support
MU-100493,EML-MEETING,No,Email & Collaboration
MU-101303,LMS-UPLOAD,No,Learning Management System
MU-104253,SIS-FEE,No,Student Information System
MU-103307,NET-SLOW,Yes,Network & Connectivity
MU-104665,ACC-LOCKED,Yes,Account & Access Management
MU-100621,LMS-UPLOAD,Yes,Learning Management System
MU-102412,NET-LAN-PORT,Yes,Network & Connectivity
MU-102966,APP-INSTALL,No,Application Support
MU-101865,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101523,APP-INSTALL,Yes,Application Support
MU-101898,ACC-PWD-RESET,No,Account & Access Management
MU-103926,ACC-NEW,Yes,Account & Access Management
MU-102444,APP-ERP,No,Application Support
MU-101771,APP-ERP,No,Application Support
MU-104315,ACC-LOCKED,No,Account & Access Management
MU-100613,APP-INSTALL,No,Application Support
MU-100839,ACC-PWD-RESET,No,Account & Access Management
MU-101333,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102814,NET-VPN,No,Network & Connectivity
MU-100776,LMS-UPLOAD,Yes,Learning Management System
MU-104770,SIS-REG,Yes,Student Information System
MU-101258,APP-ERP,Yes,Application Support
MU-102824,APP-INSTALL,Yes,Application Support
MU-100889,LMS-LOGIN,Yes,Learning Management System
MU-103187,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100415,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104344,SIS-TRANSCRIPT,Yes,Student Information System
MU-100252,SIS-REG,Yes,Student Information System
MU-101081,EML-MEETING,Yes,Email & Collaboration
MU-102266,LMS-LOGIN,Yes,Learning Management System
MU-102478,ACC-PWD-RESET,Yes,Account & Access Management
MU-103490,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101941,ACC-NEW,Yes,Account & Access Management
MU-104579,APP-LICENCE,Yes,Application Support
MU-104402,APP-INSTALL,Yes,Application Support
MU-102539,APP-PRINT-SW,Yes,Application Support
MU-100807,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103221,NET-LAN-PORT,No,Network & Connectivity
MU-103272,ACC-PWD-RESET,Yes,Account & Access Management
MU-101470,APP-INSTALL,Yes,Application Support
MU-102515,ACC-PWD-RESET,Yes,Account & Access Management
MU-100231,HW-PC-SLOW,No,Hardware & Equipment
MU-104877,SIS-TRANSCRIPT,No,Student Information System
MU-104544,ACC-LOCKED,Yes,Account & Access Management
MU-102913,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104209,SIS-FEE,Yes,Student Information System
MU-104844,ACC-LOCKED,No,Account & Access Management
MU-101667,SIS-REG,Yes,Student Information System
MU-104859,APP-INSTALL,Yes,Application Support
MU-103973,HW-PC-SLOW,No,Hardware & Equipment
MU-102553,SIS-REG,No,Student Information System
MU-102899,SIS-TRANSCRIPT,No,Student Information System
MU-104168,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100714,NET-SLOW,Yes,Network & Connectivity
MU-100081,HW-PRINTER,Yes,Hardware & Equipment
MU-100112,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101127,SIS-REG,Yes,Student Information System
MU-101307,NET-VPN,Yes,Network & Connectivity
MU-103758,NET-VPN,Yes,Network & Connectivity
MU-101441,LMS-UPLOAD,Yes,Learning Management System
MU-101974,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100896,SIS-FEE,No,Student Information System
MU-100615,SIS-TRANSCRIPT,Yes,Student Information System
MU-104587,NET-VPN,Yes,Network & Connectivity
MU-103992,ACC-LOCKED,Yes,Account & Access Management
MU-104208,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102485,SIS-TRANSCRIPT,Yes,Student Information System
MU-102326,ACC-PERMS,Yes,Account & Access Management
MU-100757,LMS-UPLOAD,Yes,Learning Management System
MU-103825,ACC-NEW,No,Account & Access Management
MU-102674,HW-PC-NOBOOT,No,Hardware & Equipment
MU-100200,NET-VPN,Yes,Network & Connectivity
MU-104095,SIS-TRANSCRIPT,No,Student Information System
MU-103614,ACC-PWD-RESET,Yes,Account & Access Management
MU-103658,LMS-COURSE-MISSING,No,Learning Management System
MU-103935,APP-INSTALL,Yes,Application Support
MU-104747,LMS-LOGIN,Yes,Learning Management System
MU-101156,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102598,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101308,ACC-PWD-RESET,No,Account & Access Management
MU-103886,NET-SLOW,No,Network & Connectivity
MU-101702,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103723,NET-SLOW,Yes,Network & Connectivity
MU-100062,SIS-TRANSCRIPT,Yes,Student Information System
MU-101481,SIS-TRANSCRIPT,No,Student Information System
MU-104775,LMS-UPLOAD,No,Learning Management System
MU-103339,NET-SLOW,Yes,Network & Connectivity
MU-102359,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100651,EML-MEETING,Yes,Email & Collaboration
MU-103067,ACC-NEW,Yes,Account & Access Management
MU-100760,SIS-TRANSCRIPT,Yes,Student Information System
MU-102227,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103633,LMS-LOGIN,No,Learning Management System
MU-101866,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104822,SIS-PORTAL-SLOW,Yes,Student Information System
MU-101608,ACC-PERMS,No,Account & Access Management
MU-101126,LMS-UPLOAD,Yes,Learning Management System
MU-100205,APP-INSTALL,Yes,Application Support
MU-103656,ACC-PWD-RESET,Yes,Account & Access Management
MU-104466,LMS-LOGIN,Yes,Learning Management System
MU-100467,SIS-FEE,No,Student Information System
MU-100373,ACC-PERMS,No,Account & Access Management
MU-104116,NET-LAN-PORT,No,Network & Connectivity
MU-100662,APP-PRINT-SW,Yes,Application Support
MU-102794,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104006,ACC-PWD-RESET,Yes,Account & Access Management
MU-103386,APP-INSTALL,Yes,Application Support
MU-104646,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104592,LMS-COURSE-MISSING,No,Learning Management System
MU-104657,ACC-PWD-RESET,Yes,Account & Access Management
MU-100015,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100865,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104414,ACC-PWD-RESET,No,Account & Access Management
MU-101669,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104246,ACC-PWD-RESET,Yes,Account & Access Management
MU-104689,APP-LICENCE,Yes,Application Support
MU-101130,APP-LICENCE,No,Application Support
MU-100723,HW-PRINTER,No,Hardware & Equipment
MU-101116,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100916,NET-LAN-PORT,Yes,Network & Connectivity
MU-104739,NET-SLOW,Yes,Network & Connectivity
MU-100424,NET-SLOW,Yes,Network & Connectivity
MU-102586,ACC-PWD-RESET,No,Account & Access Management
MU-100095,EML-MEETING,Yes,Email & Collaboration
MU-100422,APP-PRINT-SW,Yes,Application Support
MU-103114,ACC-PWD-RESET,Yes,Account & Access Management
MU-103009,ACC-NEW,No,Account & Access Management
MU-100228,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101091,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102958,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-104439,APP-ERP,No,Application Support
MU-104449,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100563,ACC-PWD-RESET,Yes,Account & Access Management
MU-100482,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100391,HW-PRINTER,Yes,Hardware & Equipment
MU-104121,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100616,SIS-REG,Yes,Student Information System
MU-104423,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104503,ACC-PWD-RESET,Yes,Account & Access Management
MU-101704,HW-PRINTER,Yes,Hardware & Equipment
MU-101449,ACC-LOCKED,Yes,Account & Access Management
MU-102845,HW-PRINTER,Yes,Hardware & Equipment
MU-103035,NET-VPN,Yes,Network & Connectivity
MU-102154,LMS-LOGIN,No,Learning Management System
MU-104729,HW-PRINTER,Yes,Hardware & Equipment
MU-101467,HW-PROJECTOR,No,Hardware & Equipment
MU-100440,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103875,ACC-PWD-RESET,No,Account & Access Management
MU-103333,APP-INSTALL,No,Application Support
MU-102261,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100486,NET-VPN,Yes,Network & Connectivity
MU-104349,ACC-PWD-RESET,No,Account & Access Management
MU-102679,LMS-QUIZ,Yes,Learning Management System
MU-101617,LMS-LOGIN,Yes,Learning Management System
MU-103478,ACC-LOCKED,Yes,Account & Access Management
MU-102184,ACC-LOCKED,Yes,Account & Access Management
MU-103495,ACC-PWD-RESET,Yes,Account & Access Management
MU-102488,NET-LAN-PORT,No,Network & Connectivity
MU-101796,HW-PRINTER,Yes,Hardware & Equipment
MU-104495,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102757,APP-ERP,No,Application Support
MU-102236,LMS-UPLOAD,No,Learning Management System
MU-102468,HW-PRINTER,No,Hardware & Equipment
MU-103928,SIS-FEE,Yes,Student Information System
MU-103131,APP-INSTALL,No,Application Support
MU-100279,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103139,EML-MEETING,No,Email & Collaboration
MU-102790,LMS-UPLOAD,Yes,Learning Management System
MU-102291,EML-MAILBOX-FULL,No,Email & Collaboration
MU-102842,LMS-QUIZ,Yes,Learning Management System
MU-102975,SIS-REG,Yes,Student Information System
MU-103045,APP-ERP,Yes,Application Support
MU-101494,EML-SEND-FAIL,No,Email & Collaboration
MU-102418,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102992,EML-MAILBOX-FULL,No,Email & Collaboration
MU-103429,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104773,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-104849,ACC-PWD-RESET,No,Account & Access Management
MU-103343,HW-PRINTER,Yes,Hardware & Equipment
MU-104050,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100860,LMS-UPLOAD,No,Learning Management System
MU-104550,HW-PRINTER,No,Hardware & Equipment
MU-100178,APP-LICENCE,Yes,Application Support
MU-101991,EML-MEETING,Yes,Email & Collaboration
MU-103810,LMS-UPLOAD,Yes,Learning Management System
MU-104641,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104891,ACC-PWD-RESET,No,Account & Access Management
MU-101159,ACC-LOCKED,Yes,Account & Access Management
MU-102296,HW-PC-NOBOOT,No,Hardware & Equipment
MU-100500,ACC-PWD-RESET,Yes,Account & Access Management
MU-103058,LMS-LOGIN,Yes,Learning Management System
MU-103999,ACC-PWD-RESET,No,Account & Access Management
MU-101818,ACC-PWD-RESET,No,Account & Access Management
MU-103690,HW-PRINTER,Yes,Hardware & Equipment
MU-102327,LMS-UPLOAD,No,Learning Management System
MU-100649,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103150,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104124,SIS-FEE,No,Student Information System
MU-100038,APP-INSTALL,No,Application Support
MU-101904,ACC-PWD-RESET,No,Account & Access Management
MU-100078,APP-LICENCE,Yes,Application Support
MU-101811,ACC-PWD-RESET,No,Account & Access Management
MU-100213,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103237,HW-PC-NOBOOT,No,Hardware & Equipment
MU-101623,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101927,SIS-FEE,Yes,Student Information System
MU-103393,SIS-FEE,Yes,Student Information System
MU-102046,ACC-PERMS,No,Account & Access Management
MU-100358,ACC-PERMS,Yes,Account & Access Management
MU-104231,ACC-PWD-RESET,No,Account & Access Management
MU-104260,HW-PRINTER,Yes,Hardware & Equipment
MU-101367,ACC-PERMS,Yes,Account & Access Management
MU-101331,ACC-PWD-RESET,Yes,Account & Access Management
MU-104600,NET-VPN,Yes,Network & Connectivity
MU-101976,SIS-TRANSCRIPT,Yes,Student Information System
MU-102946,ACC-PWD-RESET,Yes,Account & Access Management
MU-100819,SIS-REG,Yes,Student Information System
MU-103301,EML-MEETING,No,Email & Collaboration
MU-103982,EML-MEETING,No,Email & Collaboration
MU-100342,ACC-LOCKED,Yes,Account & Access Management
MU-101387,ACC-PWD-RESET,Yes,Account & Access Management
MU-100105,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103444,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102402,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101174,APP-INSTALL,Yes,Application Support
MU-102544,LMS-QUIZ,No,Learning Management System
MU-104036,ACC-PWD-RESET,No,Account & Access Management
MU-102640,ACC-PWD-RESET,No,Account & Access Management
MU-103912,SIS-TRANSCRIPT,No,Student Information System
MU-102942,LMS-QUIZ,No,Learning Management System
MU-102673,NET-SLOW,Yes,Network & Connectivity
MU-103219,LMS-LOGIN,Yes,Learning Management System
MU-103087,ACC-PWD-RESET,Yes,Account & Access Management
MU-101806,LMS-QUIZ,Yes,Learning Management System
MU-104100,APP-PRINT-SW,Yes,Application Support
MU-101446,NET-SLOW,Yes,Network & Connectivity
MU-101300,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100437,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102464,APP-INSTALL,No,Application Support
MU-101511,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104706,APP-ERP,No,Application Support
MU-100522,ACC-PWD-RESET,No,Account & Access Management
MU-103110,SIS-TRANSCRIPT,No,Student Information System
MU-103484,NET-LAN-PORT,No,Network & Connectivity
MU-100828,SIS-REG,Yes,Student Information System
MU-102076,ACC-LOCKED,No,Account & Access Management
MU-101329,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103794,LMS-COURSE-MISSING,No,Learning Management System
MU-103103,APP-INSTALL,No,Application Support
MU-103852,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101414,LMS-QUIZ,Yes,Learning Management System
MU-100882,APP-INSTALL,Yes,Application Support
MU-100801,APP-PRINT-SW,Yes,Application Support
MU-104222,ACC-NEW,No,Account & Access Management
MU-101757,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-104790,HW-PC-SLOW,No,Hardware & Equipment
MU-101633,ACC-PERMS,Yes,Account & Access Management
MU-104481,NET-LAN-PORT,No,Network & Connectivity
MU-103749,APP-PRINT-SW,Yes,Application Support
MU-103162,HW-PRINTER,No,Hardware & Equipment
MU-100947,ACC-PWD-RESET,No,Account & Access Management
MU-100147,NET-SLOW,Yes,Network & Connectivity
MU-104708,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100931,NET-LAN-PORT,Yes,Network & Connectivity
MU-104744,ACC-LOCKED,Yes,Account & Access Management
MU-104309,SIS-REG,Yes,Student Information System
MU-100239,SIS-REG,Yes,Student Information System
MU-103847,SIS-REG,Yes,Student Information System
MU-100276,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104616,HW-PRINTER,No,Hardware & Equipment
MU-103483,ACC-PERMS,No,Account & Access Management
MU-101723,LMS-COURSE-MISSING,No,Learning Management System
MU-102630,SIS-REG,No,Student Information System
MU-102015,APP-PRINT-SW,No,Application Support
MU-103695,NET-LAN-PORT,No,Network & Connectivity
MU-101055,NET-SLOW,Yes,Network & Connectivity
MU-103724,NET-VPN,Yes,Network & Connectivity
MU-104499,ACC-LOCKED,No,Account & Access Management
MU-102379,ACC-PWD-RESET,No,Account & Access Management
MU-103416,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101905,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101596,APP-PRINT-SW,Yes,Application Support
MU-102148,NET-LAN-PORT,Yes,Network & Connectivity
MU-100270,ACC-NEW,Yes,Account & Access Management
MU-100134,APP-INSTALL,No,Application Support
MU-100399,APP-INSTALL,Yes,Application Support
MU-103589,SIS-FEE,Yes,Student Information System
MU-101464,EML-SEND-FAIL,No,Email & Collaboration
MU-100586,NET-LAN-PORT,Yes,Network & Connectivity
MU-103415,LMS-LOGIN,Yes,Learning Management System
MU-104227,NET-SLOW,Yes,Network & Connectivity
MU-103772,LMS-QUIZ,No,Learning Management System
MU-101435,NET-SLOW,Yes,Network & Connectivity
MU-103363,ACC-NEW,No,Account & Access Management
MU-101457,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102705,ACC-PERMS,Yes,Account & Access Management
MU-102348,NET-SLOW,Yes,Network & Connectivity
MU-101226,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104680,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103494,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103119,SIS-TRANSCRIPT,No,Student Information System
MU-103300,LMS-QUIZ,Yes,Learning Management System
MU-104625,HW-PRINTER,Yes,Hardware & Equipment
MU-103670,NET-LAN-PORT,Yes,Network & Connectivity
MU-102911,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100118,LMS-COURSE-MISSING,No,Learning Management System
MU-100250,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100751,APP-INSTALL,Yes,Application Support
MU-104128,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104581,SIS-REG,No,Student Information System
MU-100121,SIS-FEE,Yes,Student Information System
MU-102660,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103125,SIS-PORTAL-SLOW,Yes,Student Information System
MU-102175,ACC-PWD-RESET,No,Account & Access Management
MU-103442,APP-INSTALL,No,Application Support
MU-100226,APP-ERP,Yes,Application Support
MU-100490,ACC-PWD-RESET,No,Account & Access Management
MU-104350,SIS-REG,Yes,Student Information System
MU-104340,SIS-REG,Yes,Student Information System
MU-102769,EML-MEETING,Yes,Email & Collaboration
MU-102205,ACC-PERMS,Yes,Account & Access Management
MU-104498,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101786,ACC-LOCKED,Yes,Account & Access Management
MU-104542,HW-PC-SLOW,Yes,Hardware & Equipment
MU-101996,LMS-LOGIN,Yes,Learning Management System
MU-101767,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104602,APP-INSTALL,Yes,Application Support
MU-101067,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100330,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101108,NET-SLOW,Yes,Network & Connectivity
MU-101461,SIS-FEE,No,Student Information System
MU-103239,ACC-PWD-RESET,Yes,Account & Access Management
MU-102277,ACC-PWD-RESET,Yes,Account & Access Management
MU-103725,SIS-REG,No,Student Information System
MU-104731,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103385,SIS-TRANSCRIPT,No,Student Information System
MU-104263,EML-MEETING,No,Email & Collaboration
