Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned
MU-103442,SPSS installation,"Hello, Kindly insttall it for me since the power went off.",Application Support,Software installation,Registrar (Academic),ICT-APP-01,Applications Support Team,Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server. Ticket closed.",2025-09-14 14:53,2025-09-17 04:54,No
MU-100226,test,testing the system,,ERP / Finance system,School of Medicine,ICT-APP-02,Applications Support Team,Closed,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",2024-08-09 14:39,2024-08-12 18:47,No
MU-100490,Help needed,Access is denied in our block since this morning. Thanks in advance.,Account & Access Management,Password reset,Registrar (Academic),ICT-SYS-01,Systems & Accounts Team,In Progress,,2024-09-20 10:42,,No
MU-104350,Kindly assist,It refuses to let me in and it says my registration is not allowed. i have already restarted the machine. Thank you.,Student Information System,Unit registration,School of Business and Economics,ICT-MIS-02,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2025-08-15 08:35,2025-08-17 20:28,Yes
MU-104340,Registration not working,"Hi, Access is denied and i am trying to register my units for the semester in the staff room.",Student Information System,Unit registration,Registrar (Academic),ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2025-10-20 12:55,2025-10-23 08:07,No
MU-102769,REQUEST FOR SUPPORT,"Good afternoon, It is giving an error and the meetinng link is not opening since this morning. please help. Thanks in advance.",Email & Collaboration,Online meetings,School of Business and Economics,ICT-ELN-02,eLearning Support Unit,Closed,"Reinstalled the conferencing client, granted the required microphone and camera permissions and validated a test meeting session with the user.",2025-04-13 09:28,2025-04-13 16:35,No
MU-102205,Access rights needed,It is not working.  it is the shared directry with the semester files.,Account & Access Management,Permissions,School of Information Sciences,ICT-SYS-02,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2024-06-23 12:54,2024-06-23 18:41,No
MU-104498,Problem with system,I have no access. it keeps asking for the wifi password. Thank you.,Network & Connectivity,Wi-Fi,School of Business and Economics,ICT-NET-01,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2024-09-19 14:57,2024-09-20 20:07,No
MU-101786,Cannot login account locked,The system is not accepting my login in the administration block. the system says my account is disabled. this is affectiing my work. your assistance will be appreciated.,Account & Access Management,Account lockout,School of Science,ICT-SYS-03,Systems & Accounts Team,Closed,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices.",2025-06-12 18:56,2025-06-12 23:34,No
MU-104542,Computer very slow,"Good afternoon, Everything is very slow. the machine takes very long to start up since the semester started. kindly assist urgently. Kindly assist.",Hardware & Equipment,Performance,School of Business and Economics,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially. Advised the user to report any recurrence.",2024-10-12 14:38,2024-10-12 23:06,No
MU-101996,eLearning access problem,"Dear Sir/Madam, It says access denied and my email password works but elearning does not accept it. kindly treat as urgent.",Learning Management System,Access,School of Medicine,ICT-ELN-02,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2024-08-23 12:09,2024-08-24 05:26,No
MU-101767,Laptop slow,It is slow and keeps timing out and i have to rstart the computer several times a day.,Hardware & Equipment,Performance,University Library,ICT-APP-01,Applications Support Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2025-06-08 12:43,2025-06-20 06:55,Yes
MU-104602,SPSS installation,It is not installed on my machine in the administraation block. i need spss installed for data analysis from today morning.,Application Support,Software installation,School of Medicine,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified licence entitlement, installed the requested application from the approved software repository and activated it against the institutional licence server.",2024-06-24 15:12,2024-06-27 20:22,No
MU-101067,Support request,It is giving an error and the course page is not visible to my students from today morning. your assistance will be appreciated. Kindly asisst urgently.,Learning Management System,Course enrolment,School of Arts and Social Sciences,ICT-ELN-02,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user.",2024-12-18 08:30,2024-12-18 19:14,No
MU-100330,Support requesst,"Good morning, It is giving an error and i registered the unit but it is not on e-learning. Regards.",Learning Management System,Course enrolment,School of Information Sciences,ICT-ELN-01,eLearning Support Unit,Closed,"Verified enrolment records against the student information system, re-ran the enrolment synchronisation for the affected unit and confirmed the course was visible to the user. Ticket closed.",2024-10-10 07:46,2024-10-11 00:54,No
MU-101108,Internet is slow,It has refused to work and the internet connecttion is the problem in lecture hall three since the semester started. my colleague is not having the same problem. Thanks in advance.,Network & Connectivity,Performance,School of Engineering,ICT-NET-03,Network Team,In Progress,,2024-01-12 15:17,,No
MU-101461,Payment not reflecting,It is not working in the computer lab for the past two days. it was working fine last week.,Student Information System,Fee statement,School of Business and Economics,ICT-MIS-02,MIS / SIS Support Team,Closed,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal.",2025-08-03 07:04,2025-08-05 23:36,No
MU-103239,Cannot login,I am unable to log in and my password has expired and needs resetting.  i have already restrated the machine.  Kindly assist.,Account & Access Management,Password reset,School of Medicine,ICT-HD-02,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-09-30 07:51,2024-09-30 08:57,No
MU-102277,Password reset,"Good morning, I am unable to log in and this is for my staff domain account in the staff room. kindly assist.",Account & Access Management,Password reset,School of Science,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon. Ticket closed.",2025-02-14 15:12,2025-02-14 19:15,No
MU-103725,Cannot login,"Good afternoon, It says access denied.",Account & Access Management,Unit registration,Finance Department,ICT-MIS-03,MIS / SIS Support Team,Closed,"Confirmed fee-balance and academic-status flags blocking registration, cleared the eligibility block after finance confirmation and verified the student completed unit registration.",2024-06-11 17:07,2024-06-14 19:51,Yes
MU-104731,Wireless not working,The connection keeps dropping in lecture hall three. i have already restarted the machine. kindly assist urgently.,Network & Connectivity,Wi-Fi,School of Business and Economics,ICT-NET-01,Network Team,Closed,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-08-12 12:44,2025-08-14 09:10,No
